-9.973337054252624512e-01 6.644751429557800293e-01 -1.475145220756530762e-01
1.999301090836524963e-02 -2.703805267810821533e-01 -7.963853478431701660e-01
-2.675899490714073181e-02 -2.713593244552612305e-01 -2.190685570240020752e-01
9.817892909049987793e-01 2.864175438880920410e-01 -3.462603688240051270e-01
4.338109120726585388e-02 -2.547599673271179199e-01 -2.871798276901245117e-01
-1.916127949953079224e-01 -6.048450469970703125e-01 -5.935868620872497559e-02
-5.851475596427917480e-01 -5.781224966049194336e-01 -4.247989952564239502e-01
-2.743018567562103271e-01 -5.261626243591308594e-01 3.092234954237937927e-02
3.310364484786987305e-02 -3.533017933368682861e-01 3.446573019027709961e-02
3.566444814205169678e-01 -1.887343376874923706e-01 -2.027322947978973389e-01
2.134501785039901733e-01 2.531304955482482910e-02 -2.600582242012023926e-01
-2.622857689857482910e-01 -6.659597754478454590e-01 -5.826255679130554199e-01
-5.782150030136108398e-01 -8.397152274847030640e-02 2.928505651652812958e-02
-2.251589894294738770e-01 -1.619854420423507690e-01 -2.265319377183914185e-01
-1.578136384487152100e-01 -9.861008822917938232e-02 -3.132408112287521362e-02
4.015798270702362061e-01 -2.700023055076599121e-01 -3.159317076206207275e-01
6.444980949163436890e-02 -1.792060136795043945e-01 -2.127918303012847900e-01
-4.032690525054931641e-01 -5.971303582191467285e-02 -1.983076035976409912e-01
-1.902889311313629150e-01 -1.555695012211799622e-02 -5.427173897624015808e-02
-1.610779911279678345e-01 8.795706927776336670e-02 1.830975152552127838e-02
1.359455753117799759e-02 -9.839066267013549805e-01 -4.655202031135559082e-01
-5.920695662498474121e-01 2.768858075141906738e-01 -9.988467693328857422e-01
-1.231100559234619141e-01 -1.128308475017547607e-01 -3.187067508697509766e-01
-8.803210258483886719e-01 -3.221247792243957520e-01 -6.208323240280151367e-01
-1.970614641904830933e-01 -2.421108447015285492e-02 1.395593434572219849e-01
8.536837995052337646e-02 -1.176541298627853394e-01 4.147409796714782715e-01
-3.550898656249046326e-02 -1.958229690790176392e-01 -1.673640757799148560e-01
3.977049142122268677e-02 5.507707595825195312e-01 6.779587268829345703e-01
4.759939610958099365e-01 1.322681605815887451e-01 5.436193943023681641e-01
-2.388967126607894897e-01 -2.577032446861267090e-01 -5.599196553230285645e-01
-9.952836036682128906e-01 -9.141205549240112305e-01 -9.651774168014526367e-01
-4.969342648983001709e-01 6.143131852149963379e-01 8.821614831686019897e-02
4.194275140762329102e-01 2.936019897460937500e-01 -5.374144390225410461e-02
1.413740515708923340e-01 -3.799092769622802734e-01 -1.180871054530143738e-01
-7.027923315763473511e-02 -9.747926145792007446e-02 -1.485435515642166138e-01
-1.091286018490791321e-01 -6.975029408931732178e-02 1.830496340990066528e-01
9.860253930091857910e-01 8.649194240570068359e-01 -8.740463256835937500e-01
9.615501761436462402e-01 -1.456170678138732910e-01 -2.397027909755706787e-01
3.929185271263122559e-01 -4.952378571033477783e-01 -4.214555025100708008e-01
-4.965123534202575684e-01 -1.099873632192611694e-01 -8.113639801740646362e-02
5.519607067108154297e-01 4.196705818176269531e-01 -4.580004215240478516e-01
-1.285702139139175415e-01 -2.588707506656646729e-01 -1.364911906421184540e-02
-1.293226033449172974e-01 7.557854652404785156e-01 1.502478867769241333e-01
2.122628241777420044e-01 1.127584874629974365e-01 1.215218156576156616e-01
-3.461635112762451172e-02 -1.305283904075622559e-01 -1.298422515392303467e-01
-7.825303822755813599e-03 1.154880300164222717e-01 9.654938429594039917e-02
-5.944657325744628906e-01 3.059423267841339111e-01 9.881569147109985352e-01
-1.942834071815013885e-02 -1.550863087177276611e-01 -6.381963938474655151e-02
-2.754482030868530273e-01 5.187340825796127319e-02 -1.309073418378829956e-01
3.038506805896759033e-01 -1.840553134679794312e-01 5.943987891077995300e-02
5.028601884841918945e-01 -7.540569901466369629e-01 -1.669268459081649780e-01
