6.86,6.30,13.92,0.45,14.70,1.56,0.56,0.40,4.53,8.32,5.00,0.35,79.006996,4.808797
11.76,5.60,15.47,0.62,33.07,1.76,0.50,0.30,3.15,6.83,1.00,0.55,79.195763,9.360980
15.68,11.20,21.65,0.42,36.75,1.96,0.31,0.22,5.20,11.07,3.00,0.42,80.558434,16.287600
21.07,11.20,29.78,0.30,34.91,1.83,0.31,0.22,5.72,10.40,1.00,0.30,75.105286,13.881033
16.66,7.70,20.55,0.50,45.94,1.94,0.50,0.33,4.59,11.85,4.00,0.35,72.238327,9.382695
2.45,5.60,5.47,1.03,71.05,1.30,0.92,0.89,10.81,21.80,6.00,0.34,80.800514,12.712503
11.27,7.00,24.79,0.23,28.18,1.60,0.73,0.49,7.50,14.97,8.00,0.31,64.999939,2.187146
6.37,4.90,12.82,0.49,15.31,1.48,0.44,0.44,2.83,5.85,1.00,0.38,85.740669,8.566539
6.86,3.50,10.00,0.86,12.25,1.60,0.71,0.71,3.08,5.72,3.00,0.57,78.056740,8.792070
4.90,4.20,9.22,0.72,23.28,1.50,0.80,0.54,3.59,7.72,2.00,0.38,78.174934,5.959527
14.70,8.40,23.14,0.34,39.20,1.56,0.58,0.45,4.82,12.08,4.00,0.33,66.323982,2.672519
9.31,4.90,17.83,0.37,42.88,1.45,0.90,0.71,8.74,16.08,3.00,0.44,65.895386,4.629140
5.39,4.90,12.98,0.40,11.64,1.45,0.44,0.44,3.45,6.55,3.00,0.34,86.963173,8.425024
63.21,14.00,72.33,0.15,167.82,1.56,1.00,0.27,17.30,36.70,-1.00,0.18,37.861473,25.761131
26.95,23.10,33.69,0.30,115.76,1.60,0.76,0.22,9.92,24.58,2.00,0.17,55.334724,14.814694
209.72,22.40,78.30,0.43,727.04,1.67,0.85,0.13,21.86,41.78,-9.00,0.25,43.397137,109.508965
31.36,9.10,34.08,0.34,198.45,1.81,0.87,0.61,23.12,54.67,16.00,0.32,50.053612,13.174322
14.70,9.10,26.35,0.27,65.54,1.49,0.86,0.34,14.72,27.60,9.00,0.14,64.219109,4.312935
2.45,7.70,5.47,1.03,60.02,1.30,0.81,0.45,7.16,15.15,4.00,0.33,83.417877,8.665932
3.43,4.20,8.67,0.57,9.80,1.00,1.00,0.89,2.93,5.07,1.00,0.39,93.167854,22.480169
14.21,5.60,20.33,0.43,30.01,1.45,0.89,0.40,3.31,8.32,3.00,0.56,68.033012,5.352633
10.29,4.90,14.31,0.63,25.11,1.34,0.86,0.77,2.80,5.95,1.00,0.63,73.083656,9.568880
17.15,10.50,30.72,0.23,31.24,1.58,0.33,0.24,6.73,12.12,2.00,0.31,75.660591,10.395266
5.88,4.20,12.75,0.45,18.38,1.47,0.67,0.60,5.05,9.02,3.00,0.47,76.710464,5.037131
11.76,8.40,23.85,0.26,22.05,1.72,0.58,0.30,5.28,9.72,3.00,0.40,69.830826,5.301753
35.77,16.80,39.71,0.29,81.46,1.66,0.79,0.30,8.18,18.55,5.00,0.23,47.096050,7.578973
3.43,2.80,8.84,0.55,13.47,1.41,0.86,0.77,4.89,8.60,5.00,0.47,79.497040,8.517801
12.74,4.20,12.82,0.97,20.21,1.29,1.00,0.89,2.58,4.83,1.00,0.97,82.757889,24.062447
5.88,4.90,12.82,0.45,14.70,1.36,0.55,0.49,3.81,6.83,2.00,0.37,83.991302,7.259837
29.89,11.20,36.74,0.28,72.89,1.63,0.70,0.36,8.64,17.52,-1.00,0.24,51.196087,3.976835
17.64,11.20,26.02,0.33,81.46,1.70,0.75,0.30,10.15,21.93,5.00,0.19,59.050377,3.165870
50.47,21.00,58.94,0.18,129.24,1.51,0.80,0.24,7.88,22.12,3.00,0.20,43.349701,19.560112
8.33,4.90,14.31,0.51,41.04,1.85,0.25,0.22,4.57,9.23,1.00,0.44,94.443840,17.932999
24.01,11.20,36.90,0.22,52.06,1.74,0.65,0.36,8.97,17.62,4.00,0.21,55.678112,4.876955
5.39,5.60,10.71,0.59,15.31,1.46,0.62,0.62,3.54,7.07,3.00,0.45,78.117897,5.643785
6.37,7.00,10.55,0.72,36.75,1.56,0.67,0.30,3.62,7.90,1.00,0.53,78.439423,6.330352
9.31,4.20,14.31,0.57,43.49,1.56,0.86,0.56,2.84,7.30,1.00,0.83,72.772530,10.436891
38.22,12.60,36.12,0.37,282.97,1.40,0.85,0.79,13.61,41.37,8.00,0.30,36.838741,6.781902
27.44,23.80,34.79,0.28,154.96,1.58,0.79,0.21,10.05,25.83,2.00,0.20,53.545181,16.049385
117.11,16.80,61.50,0.39,1228.06,1.65,0.96,0.88,7.18,40.95,-4.00,0.45,0.845099,52.673416
42.63,9.80,53.47,0.19,393.84,1.79,0.94,0.73,22.34,48.30,-11.00,0.51,32.300491,23.306908
10.29,4.90,13.37,0.72,23.28,1.60,0.73,0.32,4.93,9.67,5.00,0.41,76.047554,4.618304
20.58,7.70,22.04,0.53,80.24,1.64,0.69,0.69,7.28,19.93,8.00,0.50,56.162552,1.929744
7.84,7.70,19.78,0.25,12.86,1.45,0.64,0.32,4.81,8.18,4.00,0.27,76.320702,4.759349
19.60,5.60,20.00,0.62,39.20,1.48,0.78,0.60,3.63,6.97,1.00,0.71,64.914307,6.414550
28.91,10.50,32.69,0.34,167.21,1.64,0.93,0.87,13.95,43.03,18.00,0.38,46.089073,10.063391
