6.532381176948547363e-01 -3.120692670345306396e-01
-1.066934242844581604e-01 4.063632488250732422e-01
-2.350348830223083496e-01 4.945798218250274658e-01
4.151713848114013672e-01 4.384964108467102051e-01
2.222806215286254883e-04 3.077304959297180176e-01
-4.362241029739379883e-01 7.087430953979492188e-01
-3.219679296016693115e-01 5.613965988159179688e-01
-5.051615238189697266e-01 6.674448251724243164e-01
-9.635297209024429321e-02 4.682727754116058350e-01
4.797655344009399414e-02 2.308319658041000366e-01
2.082769274711608887e-01 3.140842914581298828e-01
-6.302075386047363281e-01 9.041056632995605469e-01
-6.042752265930175781e-01 6.018480062484741211e-01
-4.367449283599853516e-01 5.257896184921264648e-01
-3.450854122638702393e-01 3.668951988220214844e-01
6.709576845169067383e-01 4.518418610095977783e-01
4.798230901360511780e-02 2.953824102878570557e-01
-5.263599157333374023e-01 4.284669458866119385e-01
-4.206486046314239502e-01 3.349962234497070312e-01
-3.520915210247039795e-01 2.583987116813659668e-01
-1.627121865749359131e-01 6.011472344398498535e-01
-2.591650933027267456e-02 -3.490197360515594482e-01
-3.098830878734588623e-01 4.133336544036865234e-01
4.524144530296325684e-01 -4.990194737911224365e-02
-2.922629714012145996e-01 2.834712564945220947e-01
-1.126258447766304016e-01 1.510637551546096802e-01
-2.127352803945541382e-01 4.337528645992279053e-01
-9.938997030258178711e-01 -3.477171361446380615e-01
-2.759116291999816895e-01 -9.316532313823699951e-02
1.001341119408607483e-01 1.597155630588531494e-01
9.986362457275390625e-01 6.639729738235473633e-01
-1.441072374582290649e-01 6.009804550558328629e-03
3.377687036991119385e-01 5.753277614712715149e-02
-3.407253623008728027e-01 7.116332054138183594e-01
-3.993217945098876953e-01 6.808695793151855469e-01
-1.465641558170318604e-01 3.285335600376129150e-01
-1.189328432083129883e-01 -9.975119829177856445e-01
4.774782061576843262e-01 8.456670045852661133e-01
5.494065284729003906e-01 3.344209194183349609e-01
-5.229704380035400391e-01 5.648546218872070312e-01
3.584291040897369385e-02 -1.321604996919631958e-01
-3.457514345645904541e-01 6.430627107620239258e-01
-6.137204915285110474e-02 -7.823704183101654053e-02
-7.622893899679183960e-02 1.078372746706008911e-01
-3.065718710422515869e-01 2.699106037616729736e-01
-3.521074652671813965e-01 2.415303736925125122e-01
-2.696096897125244141e-01 -2.761912643909454346e-01
-3.124227523803710938e-01 2.659487426280975342e-01
-4.965593218803405762e-01 3.711493313312530518e-01
1.333632469177246094e-01 3.730948269367218018e-01
-3.145357966423034668e-01 5.996156930923461914e-01
