4.818506240844726562e-01 2.622984945774078369e-01 -3.841623663902282715e-01 9.875547885894775391e-01 -2.040090262889862061e-01
-4.890407621860504150e-02 1.461572945117950439e-01 -4.698309302330017090e-01 -5.472317934036254883e-01 2.971632182598114014e-01
-1.215501725673675537e-01 2.221090905368328094e-02 -2.898717224597930908e-01 -3.716476857662200928e-01 1.729308515787124634e-01
-6.762844324111938477e-01 1.593520641326904297e-01 8.480349779129028320e-01 -9.947938323020935059e-01 -9.980049133300781250e-01
3.349263593554496765e-02 4.634836316108703613e-02 -5.047496557235717773e-01 -3.118469715118408203e-01 5.979598760604858398e-01
-6.108947992324829102e-01 -2.032656669616699219e-01 7.595115900039672852e-02 -5.421047210693359375e-01 -1.594098061323165894e-01
7.816723585128784180e-01 7.168578505516052246e-01 8.940360695123672485e-02 1.523813307285308838e-01 1.795281171798706055e-01
-6.156967282295227051e-01 -3.646896481513977051e-01 1.324994564056396484e-01 -7.332305908203125000e-01 -3.253915309906005859e-01
-3.407725831493735313e-03 7.690756767988204956e-02 -1.548263337463140488e-02 -5.422437787055969238e-01 5.080625414848327637e-01
4.076737761497497559e-01 4.431284964084625244e-01 3.127576783299446106e-02 -1.565958112478256226e-01 6.061582565307617188e-01
-5.879659652709960938e-01 -1.520915031433105469e-01 -5.290619730949401855e-01 -3.726136088371276855e-01 3.450131118297576904e-01
-7.610497474670410156e-01 1.340354681015014648e-01 -9.179348945617675781e-01 -7.323578596115112305e-01 -5.005801916122436523e-01
-1.947760730981826782e-01 1.603841930627822876e-01 2.171351909637451172e-01 -3.161456584930419922e-01 -9.307985305786132812e-01
-3.972035944461822510e-01 1.890250891447067261e-01 3.602539300918579102e-01 -5.613625422120094299e-02 -2.570098936557769775e-01
-3.924526870250701904e-01 8.132311701774597168e-02 3.587388098239898682e-01 2.624498214572668076e-03 1.826431602239608765e-01
-9.545816183090209961e-01 9.708263874053955078e-01 -6.425780057907104492e-01 7.070483267307281494e-02 -5.321558713912963867e-01
-2.062374204397201538e-01 -4.385475069284439087e-02 -3.712666630744934082e-01 -7.250374555587768555e-02 5.465404987335205078e-01
5.414994955062866211e-01 -4.595853097271174192e-04 -8.476498723030090332e-02 1.618179380893707275e-01 -3.138952329754829407e-02
-2.235936522483825684e-01 1.745394319295883179e-01 3.642323613166809082e-01 1.450288444757461548e-01 2.983157336711883545e-01
