6.688396334648132324e-01 -3.428936302661895752e-01
-9.944144636392593384e-02 3.802873492240905762e-01
-2.439684718847274780e-01 4.641557633876800537e-01
4.471456408500671387e-01 4.074289798736572266e-01
1.875170692801475525e-02 2.719629406929016113e-01
-4.491377770900726318e-01 6.907033920288085938e-01
-3.110351562500000000e-01 5.381962060928344727e-01
-5.140975713729858398e-01 6.598603129386901855e-01
-7.643505930900573730e-02 4.414172470569610596e-01
7.162309437990188599e-02 1.956269443035125732e-01
2.399312555789947510e-01 2.855329513549804688e-01
-6.423610448837280273e-01 9.005030989646911621e-01
-6.137175559997558594e-01 5.828191041946411133e-01
-4.385770857334136963e-01 5.021468997001647949e-01
-3.451845347881317139e-01 3.332934081554412842e-01
6.948436498641967773e-01 4.195866286754608154e-01
7.078924775123596191e-02 2.619948983192443848e-01
-5.511456727981567383e-01 4.040703177452087402e-01
-4.223143458366394043e-01 2.943558692932128906e-01
-3.527748584747314453e-01 2.232808321714401245e-01
-1.386498510837554932e-01 5.810870528221130371e-01
-2.481433190405368805e-02 -3.944686353206634521e-01
-3.107518255710601807e-01 3.818269670009613037e-01
4.721262753009796143e-01 -8.423768728971481323e-02
-2.930995523929595947e-01 2.566729485988616943e-01
-9.536068886518478394e-02 1.053807139396667480e-01
-2.067344188690185547e-01 4.023978114128112793e-01
-9.934746026992797852e-01 -3.810575604438781738e-01
-2.813097238540649414e-01 -1.415560841560363770e-01
1.159508079290390015e-01 1.257943063974380493e-01
9.986010193824768066e-01 6.249918341636657715e-01
-1.397337168455123901e-01 -3.802489489316940308e-02
3.629044890403747559e-01 2.324858494102954865e-02
-3.377301096916198730e-01 7.036563158035278320e-01
-4.063943922519683838e-01 6.584668159484863281e-01
-1.432901173830032349e-01 2.859660089015960693e-01
-1.184980794787406921e-01 -9.976179003715515137e-01
5.080211758613586426e-01 8.161300420761108398e-01
5.757850408554077148e-01 3.072577714920043945e-01
-5.344872474670410156e-01 5.468226671218872070e-01
4.805622249841690063e-02 -1.731046289205551147e-01
-3.501372635364532471e-01 6.214529275894165039e-01
-5.521225556731224060e-02 -1.213991791009902954e-01
-6.428315490484237671e-02 6.533432751893997192e-02
-3.098650276660919189e-01 2.549487054347991943e-01
-3.511086702346801758e-01 1.994529366493225098e-01
-2.719865739345550537e-01 -3.256367146968841553e-01
-3.139048218727111816e-01 2.295641750097274780e-01
-5.066821575164794922e-01 3.326597213745117188e-01
1.675208508968353271e-01 3.405556082725524902e-01
-3.123683035373687744e-01 5.809282064437866211e-01
