4.821360409259796143e-01 2.738490998744964600e-01 -3.747123777866363525e-01 9.858962297439575195e-01 -1.595500856637954712e-01
-6.285493075847625732e-02 1.544469445943832397e-01 -4.464939236640930176e-01 -5.591514110565185547e-01 2.930527627468109131e-01
-1.512041538953781128e-01 3.422851487994194031e-02 -2.987332642078399658e-01 -3.463830947875976562e-01 1.931383311748504639e-01
-6.701562404632568359e-01 1.737666875123977661e-01 8.470885753631591797e-01 -9.939715266227722168e-01 -9.979484677314758301e-01
2.431987039744853973e-02 4.998677596449851990e-02 -4.848062098026275635e-01 -3.153444528579711914e-01 5.929628014564514160e-01
-5.955522060394287109e-01 -1.675473749637603760e-01 7.153855264186859131e-02 -5.484145879745483398e-01 -1.692290306091308594e-01
7.595547437667846680e-01 7.338931560516357422e-01 9.983830899000167847e-02 1.635305434465408325e-01 2.108881175518035889e-01
-5.974422693252563477e-01 -3.501501977443695068e-01 1.348198503255844116e-01 -7.118019461631774902e-01 -3.181191086769104004e-01
-6.045741029083728790e-03 6.007859483361244202e-02 1.937975524924695492e-03 -5.383493304252624512e-01 4.701306819915771484e-01
3.897003829479217529e-01 4.404393136501312256e-01 2.022367529571056366e-02 -1.515469551086425781e-01 5.704156160354614258e-01
-5.916895866394042969e-01 -1.590646803379058838e-01 -5.031030178070068359e-01 -3.885809481143951416e-01 3.241193592548370361e-01
-7.311167716979980469e-01 1.330181360244750977e-01 -8.952628970146179199e-01 -7.273575067520141602e-01 -4.838916361331939697e-01
-2.254934757947921753e-01 1.305962949991226196e-01 1.850585490465164185e-01 -3.278700709342956543e-01 -9.280324578285217285e-01
-4.092951714992523193e-01 1.907689422369003296e-01 3.219324648380279541e-01 -9.695614129304885864e-02 -2.289979159832000732e-01
-4.004001617431640625e-01 6.616528332233428955e-02 3.223343789577484131e-01 -1.807247661054134369e-02 2.056177109479904175e-01
-9.507385492324829102e-01 9.629735350608825684e-01 -6.465947031974792480e-01 6.416851282119750977e-02 -5.119954943656921387e-01
-2.038168758153915405e-01 -4.865137487649917603e-02 -3.676709234714508057e-01 -9.842284768819808960e-02 5.446130633354187012e-01
5.075895786285400391e-01 1.544451061636209488e-02 -8.144852519035339355e-02 1.626403480768203735e-01 -2.442998066544532776e-02
-2.403153628110885620e-01 1.896330863237380981e-01 3.471948504447937012e-01 1.239290758967399597e-01 3.165879547595977783e-01
-5.281437635421752930e-01 -1.107870265841484070e-01 5.017666518688201904e-02 3.339174389839172363e-01 2.080621272325515747e-01
6.636764407157897949e-01 -2.191387414932250977e-01 -2.076543718576431274e-01 -9.919159412384033203e-01 2.460194826126098633e-01
7.082976102828979492e-01 3.535364270210266113e-01 -7.920188307762145996e-01 3.027516417205333710e-02 -9.982681274414062500e-01
-2.623202800750732422e-01 -2.199817150831222534e-01 -5.534451007843017578e-01 -1.963673084974288940e-01 -1.103643178939819336e-01
2.264670878648757935e-01 -2.700215876102447510e-01 -9.939955472946166992e-01 1.205899566411972046e-01 5.429446697235107422e-01
-1.904669851064682007e-01 -6.675934046506881714e-02 1.536549776792526245e-01 1.236899942159652710e-01 3.909861743450164795e-01
2.353034615516662598e-01 -2.753864824771881104e-01 4.479038119316101074e-01 -3.495112759992480278e-03 1.523340642452239990e-01
-1.433976143598556519e-01 -1.418944001197814941e-01 -3.406094014644622803e-01 -3.262130916118621826e-01 2.481493204832077026e-01
-1.534617543220520020e-01 -1.482934951782226562e-01 9.975994825363159180e-01 2.627718150615692139e-01 -9.763565063476562500e-01
3.342230916023254395e-01 -5.684438347816467285e-01 7.924542427062988281e-01 -3.330281078815460205e-01 7.758869528770446777e-01
5.759300589561462402e-01 -3.470920026302337646e-01 2.518239617347717285e-01 -4.807441234588623047e-01 6.754922866821289062e-01
-5.042709112167358398e-01 9.953767061233520508e-01 -5.699880719184875488e-01 -9.946052432060241699e-01 9.840101003646850586e-01
-6.283756494522094727e-01 -3.165306523442268372e-02 2.167960703372955322e-01 4.345543980598449707e-01 8.304439187049865723e-01
-3.086159825325012207e-01 -6.240542531013488770e-01 1.697209626436233521e-01 2.425377815961837769e-01 -7.104068398475646973e-01
9.664995223283767700e-02 5.133002400398254395e-01 1.709466725587844849e-01 3.262410685420036316e-02 1.419595628976821899e-01
-6.919658184051513672e-01 -1.866345703601837158e-01 1.589689701795578003e-01 9.279901534318923950e-02 4.206346347928047180e-02
-2.846995592117309570e-01 -7.984530925750732422e-02 5.568210482597351074e-01 -3.141608536243438721e-01 6.746391057968139648e-01
-7.334731817245483398e-01 -9.979673027992248535e-01 -7.432807087898254395e-01 9.964471459388732910e-01 3.558057844638824463e-01
-6.915701627731323242e-01 -9.381933808326721191e-01 -1.493151485919952393e-02 -8.296953439712524414e-01 1.973702013492584229e-02
1.942462921142578125e-01 5.463306307792663574e-01 -5.014976263046264648e-01 -8.595639467239379883e-01 -4.178114533424377441e-01
-3.208025097846984863e-01 9.717078506946563721e-02 2.012822031974792480e-01 -2.576328516006469727e-01 -5.112344026565551758e-01
-4.471778869628906250e-01 -3.304446637630462646e-01 -4.262003004550933838e-01 9.340693801641464233e-02 -9.585996270179748535e-01
-2.937924563884735107e-01 3.107082247734069824e-01 -6.521002948284149170e-02 -1.169168576598167419e-01 3.638707399368286133e-01
-5.981028676033020020e-01 -5.923527479171752930e-01 -4.715303704142570496e-02 6.028664112091064453e-01 1.320900171995162964e-01
-2.402460873126983643e-01 -3.750774264335632324e-01 4.449544847011566162e-01 3.980849385261535645e-01 2.793740332126617432e-01
-8.262407183647155762e-01 -2.582383155822753906e-01 3.469428420066833496e-01 -1.975266784429550171e-01 3.521973788738250732e-01
-7.299261093139648438e-01 1.862925142049789429e-01 3.632112145423889160e-01 3.822468519210815430e-01 3.542749285697937012e-01
9.740241169929504395e-01 6.968020647764205933e-02 9.096909165382385254e-01 2.809495329856872559e-01 7.014686614274978638e-02
-5.182431936264038086e-01 4.121628105640411377e-01 -2.684340067207813263e-02 1.727053672075271606e-01 7.563613653182983398e-01
-1.503212749958038330e-01 1.578448712825775146e-01 1.053877398371696472e-01 2.260708957910537720e-01 -7.195229083299636841e-02
-8.209921717643737793e-01 4.976328313350677490e-01 2.139122784137725830e-01 -5.603975653648376465e-01 6.050457432866096497e-02
4.058311581611633301e-01 5.801227092742919922e-01 1.188323125243186951e-01 -1.895771175622940063e-01 -2.099276185035705566e-01
